location,participant_id,region_grew_up,highest_education,current_age,reading_habits,preferred_genre,example_id,book_title,book_authors,book_country,book_genre,review_text,has_read_author,has_read_book,choose_genre_impact,choose_demo_impact,familiarity_grp,understand_grp,can_similar_demo_genre_write,span,span_type
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,49762.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"Didn't quite finish. It was okay, but WAY too long. I could not get engaged in this book though I was determined to stick with it. But when I still wasn't hooked after some five-hundred + pages, I decided I had earned the right to give up. Life is too short. I think this book is perhaps trying to be something it is not. It is obviously an ambitious work but just fell flat for me.",no,no,genre_influence_cant,demographic_influence_cant,very familiar,well understood,similar_demo_genre_cant,,NA
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,50118.0,The Tennis Partner,Abraham Verghese,ethiopia,non-fiction,"Read this in bookclub a few year ago and it has stuck with me. Powerfully told by a dr. who befriends a drug addicted med student. Their tennis games are woven into the story seamlessly (there was just a little too much recall/detail of actual pro tennis matchs.) 
 If you enjoy medical stories, this is a solid read.",no,no,genre_influence_strong,demographic_influence_slight,very familiar,well understood,similar_demo_genre_yes,,NA
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,75885.0,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,usa,non-fiction,"Under the Banner of Heaven was a fascinating read. The starting point for the book is the horrendous and callous murder of a woman and baby. On the other end, the starting point is the foundation of Mormanism by Joseph Smith. Tracing the tangled history of Mormanism and fundamental Mormanism leads directly to that murder and it is a complicated, interesting path. 
 At times it got more complicated than I could easily follow, but the overarching story was well put together so that even when the details needed a flow-chart to keep straight I got the gist. 
 I would recommend this for everyone to read, faithful or not. It is well-researched and written in a matter-of-fact tone, not sugar-coating anything nor failing to respect the humanity of any of the players.",no,no,genre_influence_moderate,demographic_influence_cant,familiar,understood,similar_demo_genre_maybe,"On the other end, the starting point is the foundation of Mormanism by Joseph Smith. Tracing the tangled history of Mormanism and fundamental Mormanism","Cultural, Non-Linguistic"
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,112047.0,The Sun Also Rises,"Ernest Hemingway, William Hurt",usa,fiction,"I really did not like this book, but I don't know if it's because William hurt read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. William hurt might be a great Shakespearean actor, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it.",yes,no,genre_influence_no,demographic_influence_cant,familiar,well understood,similar_demo_genre_yes,"William hurt might be a great Shakespearean actor, but his narration stinks.","Cultural, Non-Linguistic"
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,50097.0,My Own Country: A Doctor's Story,Abraham Verghese,ethiopia,non-fiction,"By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the States. In particular Verghese was located in rural Eastern Tennessee. 
 Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. 
 If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book.",no,no,genre_influence_strong,demographic_influence_strong,familiar,understood,similar_demo_genre_yes,Abraham's patients,"Non-Cultural, Non-linguistic"
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,49489.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"While I enjoyed the historical sweep of this novel, I found it to be very inconsistent. The plot was often engaging, but would take absurd turns. Many of the characters - especially the female characters - are flat, uninteresting, and even unbelievable. The narrator, Marion, is exceptionally moral and a fairly lifeless character, but then engages in two separate acts of violence that are baffling, troubling, and completely out of character. The misogynistic way that Verghese treats the character of Genet (Marion's love interest) is reprehensible and ultimately made the book unredeemable for me. On the whole, Verghese is a good descriptive writer, but some of his phrasings are awkward and self-conscious, and his descriptions of medical procedures are too clinical and can go on for pages.",no,no,genre_influence_strong,demographic_influence_cant,not familiar,understood,similar_demo_genre_maybe,The misogynistic way that Verghese treats the character of Genet (Marion's love interest),"Cultural, Non-Linguistic"
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,110387.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. 
 Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? 
 Interesting book, especially the parts about Sri Lanka, Pakistan & Reunion.",no,no,genre_influence_slight,demographic_influence_no,not familiar,understood,similar_demo_genre_maybe,"with very negative narratives of the North,","Cultural, Non-Linguistic"
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,110387.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. 
 Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? 
 Interesting book, especially the parts about Sri Lanka, Pakistan & Reunion.",no,no,genre_influence_slight,demographic_influence_no,not familiar,understood,similar_demo_genre_maybe,"Sri Lanka, Pakistan & Reunion.","Cultural, Non-Linguistic"
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,110389.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",no,no,genre_influence_slight,demographic_influence_no,not familiar,understood,similar_demo_genre_maybe,"Sri Lankan history, about the Bhutto family,","Cultural, Non-Linguistic"
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,110389.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",no,no,genre_influence_slight,demographic_influence_no,not familiar,understood,similar_demo_genre_maybe,the 80s,"Cultural, Non-Linguistic"
mexico,fbfc0c4eef95b7737b617d7662f905f9c2fc88f83017efc3047243bf39cca45e,urban,undergraduate,25_to_40,avid,both_genres,111607.0,The Diviners,"Margaret Laurence, Margaret Atwood",usa,fiction,"Finally, a great Canadian novel that doesnt suck and is worthy of high praise! I was skeptical at first since a 500+ page novel about a female Canadian writer does not exactly scream out ""page-turner"" but Laurence has more than a few tricks up her sleeve to to write a thematically rich and emotionally charged story that is incredibly compelling without losing momentum. She takes the ordinary stuff of life and magically transforms it into something fresh. Laurence is often considered one of Canada's greatest writers ever and I am beginning to see why she held in such high regard.",no,no,genre_influence_cant,demographic_influence_cant,familiar,understood,similar_demo_genre_maybe,She takes the ordinary stuff of life and magically transforms it into something fresh.,"Non-Cultural, Non-linguistic"
